Gene,log2FC,Pvalue,Padj
ABCB9,0.49623999999999846,0.0034561533710177617,74.73931664825909
ABCC1,0.2553666666666672,0.0011556889668825872,24.99177390883595
ABCC10,0.4467599999999976,0.000752451928165251,16.271772946573552
ABCC11,-0.030403333333333116,0.685687882123844,14828.000450928126
ABCC12,-0.18308666666666795,0.11279697319436074,2439.234545328051
ABCC13,0.04703333333333326,0.11244845536732312,2431.6978473183626
ABCC2,1.3637666666666668,3.0190143764771498e-05,0.6528618589131836
ABCC3,-0.014260000000000161,0.7754129302881738,16768.304617481757
ABCC4,0.7764000000000006,0.00034827090294006156,7.531358276078831
ABCC5,-0.04847333333333381,0.40202120736396657,8693.708609245778
ABCC6,-0.0208716666666664,0.8195428840887492,17722.6148684192
ABCC8,-0.19518000000000058,0.01860502398447091,402.3336436641834
ABCC9,-0.14394666666666645,0.21738961747597613,4701.050477917984
ABCD1,0.7412066666666668,0.0009492501905886837,20.527535371480287
ABCD2,0.18566666666666531,0.1982901842200484,4288.025233758547
ABCD3,0.04475000000000051,0.7748777924567046,16756.732261876237
ABCD4,0.5023366666666664,0.00026196494736042513,5.664991986669193
ABCE1,-1.1366333333333323,0.00022205244677471462,4.801884161503204
ABCF1,-0.48520000000000074,2.4956481460009457e-05,0.5396839115727045
ABCF2,-0.5909200000000006,0.00019508497805776815,4.218712650499236
ABCF3,0.10526333333333149,0.3464710687521093,7492.436861764364
ABCG1,0.09330333333333396,0.09828256469632848,2125.3604615581035
ABCG2,-0.5654266666666654,0.004504721364041561,97.41459949739877
ABCG4,0.24050666666666753,0.008907937571671022,192.63414998738585
ABCG5,-0.12694333333333319,0.08211710398314064,1775.7823736354162
ABCG8,-0.16869333333333358,0.26233161446468434,5672.921162798799
ABHD1,1.1672800000000016,0.00032183940467448054,6.959777126085641
ABHD10,0.29469999999999885,0.0402887195991909,871.2435613325032
ABHD11,-0.3832566666666679,0.0011455796274654365,24.773159443940063
ABHD12,0.21523333333333206,0.00014663815704966132,3.171050146198926
ABHD12B,0.0009333333333332305,0.9903754823842092,21416.869806558527
ABHD13,0.08450000000000202,0.12615171307944764,2728.030795343055
ABHD14A,0.5649200000000008,0.0027411159246371547,59.27663187027847
ABHD14B,0.37306666666666644,0.005481504886750544,118.53754317598052
ABHD15,0.28031000000000006,0.0023121641878068207,50.0005505613225
ABHD16A,0.19251999999999825,0.003638765239277212,78.68829829936972
ABHD16B,-0.2896300000000016,0.009601007896642796,207.62179576490047
ABHD17A,-0.02736866666666593,0.6777291918421106,14655.893773585642
ABHD17AP4,-0.0829666666666693,0.14711714457454075,3181.4082514244437
ABHD17B,0.06723999999999997,0.5244951157795009,11342.206878731708
ABHD17C,-1.3642499999999984,0.00044932984321878976,9.716757859606329
ABHD2,-0.0055499999999995,0.945107356045842,20437.946574491332
ABHD3,-0.11678333333333413,0.3723596920875665,8052.278341393625
ABHD4,1.169316666666667,1.8387848239177684e-05,0.3976372181722174
ABHD5,-0.07493333333333396,0.2616763837448162,5658.75179848165
ABHD6,-0.07061333333333408,0.3354952719269216,7255.085255419679
ABHD8,0.5335099999999997,0.005331277331009594,115.28887228308245
ABI1,0.3982533333333329,0.006394568312309559,138.2825397536942
ABI2,0.0643333333333338,0.3337466893321191,7217.272156807076
ABI3,-0.21414666666666538,0.0389896918726587,843.1520867462444
ABI3BP,0.5825533333333333,0.008435830151031092,182.42482701604737
ABL1,0.23023333333333262,0.0027195737689991117,58.81078275460579
ABL2,0.026533333333333076,0.7322034060511303,15833.898655855694
ABLIM1,0.2817366666666654,0.01137132716011998,245.9049498375946
ABLIM2,-0.24188999999999883,0.14196595303350604,3070.013734349568
ABLIM3,0.11122666666666703,0.46362447847576893,10025.879347038503
ABO,-0.13453333333333362,0.2620907352614788,5667.712150029479
ABR,0.20060000000000144,0.009544304570957778,206.39558634696195
ABRA,-0.2697266666666671,0.011356188745078806,245.57758161232917
ABRACL,0.4425033333333328,0.003612152576697617,78.11279947108598
ABT1,-0.37703666666666535,0.021514836016609574,465.25832885918203
ABTB1,0.15125666666666593,0.051269701393158756,1108.707292627058
ABTB2,-0.9526433333333344,1.9291840936091712e-05,0.41718606024298327
ACAA1,0.21755166666666614,0.11572446160044772,2502.541482109682
ACAA2,0.3715099999999989,0.029864315313619043,645.8158186570118
ACACA,-0.07040999999999897,0.35756998750888175,7732.450979879568
ACACB,0.9430933333333327,0.0001265117472197318,2.7358165336267004
ACAD10,0.7706,0.00020327983157027298,4.395926357707153
ACAD8,0.15385999999999989,0.009301154579283651,201.13746777700896
ACAD9,-0.08479999999999954,0.31289999246136874,6766.462336977099
ACADL,0.10890333333333402,0.20982459678328436,4537.456905438524
ACADM,0.4237333333333364,0.0027859402204963874,60.24595726823438
ACADS,0.42112000000000016,0.013226453967873732,286.0220670552695
ACADSB,0.6991333333333323,0.0011544573012995944,24.96513914060373
ACADVL,0.539066666666665,8.687731205801701e-06,0.1878721873254618
ACAN,0.8485833333333321,2.0385346959858707e-05,0.4408331280069445
ACAP2,0.0648733333333329,0.6035055533906375,13050.807592072535
ACAP3,0.2553133333333335,0.03638391830943484,786.8022334415284
ACAT1,0.4039333333333346,0.010818604648347666,233.9523255205183
ACAT2,-0.623426666666667,0.0019617927929222153,42.4237691469429
